artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,ID,Gender,Age,Country,Genres,Followers,URI
The Pussycat Dolls,I Hate This Part,218400,FALSE,2008,64,0.756,0.612,5,-4.371,1,0.0317,0.0659,0,0.274,0.452,111.572,"pop, R&B",6wPhSqRtPu1UhRCDX5yaDJ,mixed,17,US,"['dance pop', 'girl group', 'pop']",5587961,spotify:artist:6wPhSqRtPu1UhRCDX5yaDJ
Sam Smith,Too Good At Goodbyes,201000,FALSE,2017,79,0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,pop,2wY79sveU1sp5g7SokKOiI,other,28,GB,"['pop', 'uk pop']",23538152,spotify:artist:2wY79sveU1sp5g7SokKOiI
Anastacia,Sick and Tired,212266,FALSE,1999,56,0.598,0.868,0,-4.552,1,0.0373,0.00908,0,0.279,0.47,99.848,pop,2siHvYaxjaW5rKVRiIrMYH,female,51,US,[],377924,spotify:artist:2siHvYaxjaW5rKVRiIrMYH
Alessia Cara,Here,199453,FALSE,2016,66,0.376,0.822,0,-3.974,1,0.104,0.0783,0,0.0841,0.327,120.493,"pop, R&B",2wUjUUtkb5lvLKcGKsKqsR,female,24,CA,"['canadian contemporary r&b', 'canadian pop', 'pop']",11936770,spotify:artist:2wUjUUtkb5lvLKcGKsKqsR
Elliott Yamin,Wait for You,261320,FALSE,2007,58,0.764,0.487,0,-6.734,1,0.0281,0.25,0,0.184,0.352,116.027,"hip hop, pop",4am1I89OWXUzFh4ctRLkdd,male,42,US,['idol'],123166,spotify:artist:4am1I89OWXUzFh4ctRLkdd
Snoop Dogg,Drop It Like It's Hot,266066,TRUE,2004,39,0.892,0.628,1,-3.832,1,0.216,0.169,0,0.102,0.676,92.063,"hip hop, pop",7hJcb9fa4alzcOq3EaNPoG,male,48,US,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",10780809,spotify:artist:7hJcb9fa4alzcOq3EaNPoG
Missy Elliott,4 My People (feat. Eve),289373,TRUE,2001,49,0.969,0.701,1,-7.503,1,0.156,0.14,0.00161,0.201,0.905,121.392,"hip hop, pop, R&B",2wIVse2owClT7go1WT98tk,female,49,US,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",2361726,spotify:artist:2wIVse2owClT7go1WT98tk
Destiny's Child,"Independent Women, Pt. 1",221133,FALSE,2001,65,0.73,0.602,6,-3.782,0,0.206,0.362,3.69E-06,0.169,0.927,97.954,"pop, R&B",1Y8cdNmUJH7yBTd9yOvr5i,mixed,30,US,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",6889842,spotify:artist:1Y8cdNmUJH7yBTd9yOvr5i
A.R. Rahman,Jai Ho! (You Are My Destiny),222400,FALSE,2009,65,0.657,0.941,8,-3.919,0,0.061,0.0476,0,0.0797,0.879,136.202,"hip hop, pop",1mYsTxnqsietFxj1OgoGbG,male,53,IN,['filmi'],41915296,spotify:artist:1mYsTxnqsietFxj1OgoGbG
James Blunt,Goodbye My Lover,258653,FALSE,2005,67,0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567,pop,7KMqksf0UMdyA0UCf4R3ux,male,46,GB,['neo mellow'],2912060,spotify:artist:7KMqksf0UMdyA0UCf4R3ux
Selena Gomez,Good For You,221560,TRUE,2015,0,0.6,0.676,5,-6.447,0,0.0652,0.154,0,0.0741,0.217,88.928,pop,0C8ZW7ezQVs4URX5aX7Kqx,female,28,US,"['pop', 'post-teen pop']",47194902,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx
Lily Allen,The Fear,207120,TRUE,2009,53,0.661,0.847,10,-6.948,1,0.0404,0.419,8.82E-05,0.107,0.522,134.002,pop,13saZpZnCDWOI9D4IJhp1f,female,35,GB,"['dance pop', 'electropop']",2027961,spotify:artist:13saZpZnCDWOI9D4IJhp1f
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",223413,TRUE,2017,79,0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,"hip hop, pop, Dance/Electronic",7CajNmpbOovFoOoasH2HaY,male,36,GB,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",23513482,spotify:artist:7CajNmpbOovFoOoasH2HaY
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,TRUE,2010,58,0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,"hip hop, pop",6f4XkbvYlXMH0QgVRzW0sM,male,34,US,"['atl hip hop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2726047,spotify:artist:6f4XkbvYlXMH0QgVRzW0sM
Katy Perry,Roar,223546,FALSE,2013,73,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.60E-06,0.354,0.455,179.984,pop,6jJ0s89eD6GaHleKKya26X,female,35,US,['pop'],30972097,spotify:artist:6jJ0s89eD6GaHleKKya26X
Panic! At The Disco,I Write Sins Not Tragedies,185586,FALSE,2005,70,0.566,0.815,9,-4.481,0,0.14,0.0737,0,0.12,0.672,169.961,rock,20JZFwl6HVl6yg8a4H3ZqK,mixed,16,US,"['modern rock', 'pop']",12094183,spotify:artist:20JZFwl6HVl6yg8a4H3ZqK
Axwell /\ Ingrosso,More Than You Know,203000,FALSE,2017,0,0.645,0.741,5,-4.989,0,0.0339,0.0323,0,0.29,0.534,123.07,"pop, Dance/Electronic",2XnBwblw31dfGnspMIwgWz,mixed,6,SE,"['edm', 'pop dance']",2478660,spotify:artist:2XnBwblw31dfGnspMIwgWz
Robyn,Dancing On My Own,288670,FALSE,2010,0,0.687,0.865,6,-4.663,1,0.0349,0.0743,0.225,0.0966,0.261,117.015,"pop, Dance/Electronic",6UE7nl9mha6s8z0wFQFIZ2,female,41,SE,"['dance pop', 'electropop', 'neo-synthpop', 'scandipop', 'swedish electropop', 'swedish pop']",828281,spotify:artist:6UE7nl9mha6s8z0wFQFIZ2
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),206186,TRUE,2019,64,0.746,0.787,4,-6.373,1,0.12,0.214,0,0.0669,0.607,95.005,pop,6eUKZXaKkcviH0Ku9w2n3V,male,29,GB,"['pop', 'singer-songwriter pop', 'uk pop']",115998928,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
Red Hot Chili Peppers,By the Way,216933,FALSE,2002,73,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,rock,0L8ExT028jH3ddEcZwqJJ5,mixed,37,US,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",20449006,spotify:artist:0L8ExT028jH3ddEcZwqJJ5
Snoop Dogg,Drop It Like It's Hot,266066,TRUE,2004,39,0.892,0.628,1,-3.832,1,0.216,0.169,0,0.102,0.676,92.063,"hip hop, pop",7hJcb9fa4alzcOq3EaNPoG,male,48,US,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",10780809,spotify:artist:7hJcb9fa4alzcOq3EaNPoG
P!nk,Get the Party Started,192533,FALSE,2001,68,0.802,0.903,11,-3.267,0,0.046,0.0011,0,0.173,0.96,128.93,pop,1KCSPY1glIKqW2TotWuXOR,female,40,US,"['dance pop', 'pop']",16228050,spotify:artist:1KCSPY1glIKqW2TotWuXOR
Akon,Lonely,235800,TRUE,2004,21,0.629,0.532,5,-7.88,0,0.0352,0.331,0,0.238,0.619,90.098,pop,0z4gvV4rjIZ9wHck67ucSV,male,47,SN,['dance pop'],4174340,spotify:artist:0z4gvV4rjIZ9wHck67ucSV
The Neighbourhood,Sweater Weather,240400,FALSE,2013,89,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,"rock, pop",77SW9BnxLY8rJ0RciFqkHh,mixed,8,US,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",14631497,spotify:artist:77SW9BnxLY8rJ0RciFqkHh
T-Pain,Can't Believe It (feat. Lil' Wayne),273826,FALSE,2008,0,0.648,0.516,10,-8.869,0,0.049,0.00179,0,0.0772,0.0756,89.828,"hip hop, pop, R&B",3aQeKQSyrW4qWr35idm0cy,male,34,US,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",4621317,spotify:artist:3aQeKQSyrW4qWr35idm0cy
Taylor Swift,Style,231000,FALSE,2014,61,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,pop,06HL4z0CvFAxyc27GXpf02,female,30,US,['pop'],95859165,spotify:artist:06HL4z0CvFAxyc27GXpf02
Taylor Swift,You Belong With Me,231146,FALSE,2008,55,0.687,0.771,6,-4.424,1,0.0384,0.164,2.46E-05,0.112,0.445,129.964,pop,06HL4z0CvFAxyc27GXpf02,female,30,US,['pop'],95859165,spotify:artist:06HL4z0CvFAxyc27GXpf02
Kevin Gates,2 Phones,240000,TRUE,2016,69,0.895,0.681,7,-5.267,0,0.358,0.157,0,0.189,0.554,121.918,"hip hop, pop",1gPhS1zisyXr5dHTYZyiMe,male,34,US,"['baton rouge rap', 'rap', 'southern hip hop', 'trap']",6121384,spotify:artist:1gPhS1zisyXr5dHTYZyiMe
Imagine Dragons,Radioactive,186813,FALSE,2012,77,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,rock,53XhwfbYqKCa1cC15pYq2q,mixed,12,US,"['modern rock', 'pop', 'rock']",51594781,spotify:artist:53XhwfbYqKCa1cC15pYq2q
Britney Spears,Oops!...I Did It Again,211160,FALSE,2000,77,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77E-05,0.355,0.894,95.053,pop,26dSoYclwsYLMAKD3tpOr4,female,38,US,"['dance pop', 'pop']",13488107,spotify:artist:26dSoYclwsYLMAKD3tpOr4
Milky Chance,Stolen Dance,313684,FALSE,2014,73,0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,"hip hop, pop",1hzfo8twXdOegF3xireCYs,mixed,8,DE,"['german pop', 'modern rock']",1866283,spotify:artist:1hzfo8twXdOegF3xireCYs
Logic,Everyday,204746,TRUE,2018,69,0.667,0.741,1,-4.099,1,0.0378,0.0425,0,0.0761,0.422,149.908,"hip hop, pop",4xRYI6VqpkE3UwrDrAZL8L,male,30,US,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']",5993652,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L
OneRepublic,Love Runs Out,224226,FALSE,2014,59,0.719,0.935,7,-3.752,1,0.0589,0.167,0,0.0973,0.738,120.022,pop,5Pwc4xIPtQLFEnJriah9YJ,mixed,16,US,"['piano rock', 'pop']",16641267,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ
BlocBoy JB,Look Alive (feat. Drake),181263,TRUE,2018,73,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86E-05,0.105,0.595,140.022,"hip hop, pop",4TEJudQY2pXxVHPE3gD2EU,male,24,US,"['memphis hip hop', 'rap', 'tennessee hip hop', 'trap']",1393083,spotify:artist:4TEJudQY2pXxVHPE3gD2EU
Taylor Swift,Bad Blood,211933,FALSE,2014,54,0.646,0.794,7,-6.104,1,0.19,0.0885,6.16E-06,0.201,0.287,170.216,pop,06HL4z0CvFAxyc27GXpf02,female,30,US,['pop'],95859165,spotify:artist:06HL4z0CvFAxyc27GXpf02
Sean Paul,Temperature,218573,FALSE,2005,78,0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.822,125.04,"hip hop, pop",3Isy6kedDrgPYoTS1dazA9,male,47,JM,"['dance pop', 'dancehall', 'pop', 'pop rap']",4582173,spotify:artist:3Isy6kedDrgPYoTS1dazA9
Rae Sremmurd,Swang,208120,TRUE,2016,75,0.681,0.314,8,-9.319,1,0.0581,0.2,9.82E-06,0.1,0.166,139.992,"hip hop, pop",7iZtZyCzp3LItcw1wtPI3D,mixed,7,US,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']",7409809,spotify:artist:7iZtZyCzp3LItcw1wtPI3D
Sam Feldt,Post Malone (feat. RANI),174444,FALSE,2019,69,0.59,0.642,7,-3.87,1,0.122,0.0771,0,0.105,0.651,107.356,"pop, Dance/Electronic",20gsENnposVs2I4rQ5kvrf,male,26,NL,"['edm', 'pop dance', 'tropical house']",777604,spotify:artist:20gsENnposVs2I4rQ5kvrf
Polo G,Pop Out (feat. Lil Tjay),166560,TRUE,2019,78,0.772,0.639,1,-7.119,1,0.467,0.15,0,0.0698,0.261,168.112,hip hop,6AgTAQt8XS6jRWi4sX7w49,male,0,US,"['chicago rap', 'rap']",10515354,spotify:artist:6AgTAQt8XS6jRWi4sX7w49
David Guetta,Lovers on the Sun (feat. Sam Martin),203520,FALSE,2014,50,0.645,0.891,6,-2.505,0,0.0387,0.0932,3.88E-06,0.379,0.568,124.915,"hip hop, pop, Dance/Electronic",1Cs0zKBU1kc0i8ypK3B9ai,male,52,FR,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",26584415,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai
P!nk,There You Go,202800,FALSE,2000,55,0.822,0.847,10,-6.729,0,0.0917,0.0854,0,0.0452,0.668,107.908,pop,1KCSPY1glIKqW2TotWuXOR,female,40,US,"['dance pop', 'pop']",16228050,spotify:artist:1KCSPY1glIKqW2TotWuXOR
Nelly,Hey Porsche,209466,TRUE,2013,57,0.726,0.795,9,-4.653,1,0.029,0.136,0,0.698,0.952,115.995,"hip hop, pop, R&B",2gBjLmx6zQnFGQJCAQpRgw,male,45,US,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",2614317,spotify:artist:2gBjLmx6zQnFGQJCAQpRgw
Taylor Swift,Love Story,236266,FALSE,2008,74,0.617,0.741,2,-3.97,1,0.0311,0.131,0,0.0772,0.306,118.984,pop,06HL4z0CvFAxyc27GXpf02,female,30,US,['pop'],95859165,spotify:artist:06HL4z0CvFAxyc27GXpf02
Drake,Jumpman,205879,TRUE,2015,72,0.852,0.553,1,-7.286,1,0.187,0.0559,0,0.332,0.656,142.079,"hip hop, pop, R&B",3TVXtAsR1Inumwj472S9r4,male,33,CA,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",83298497,spotify:artist:3TVXtAsR1Inumwj472S9r4
Rizzle Kicks,Down With The Trumpets,186851,FALSE,2011,59,0.753,0.88,4,-4.689,0,0.0806,0.087,0,0.24,0.794,115.057,hip hop,2ajhZ7EA6Dec0kaWiKCApF,mixed,12,GB,"['talent show', 'uk hip hop']",346328,spotify:artist:2ajhZ7EA6Dec0kaWiKCApF
Travis Scott,SICKO MODE,312820,TRUE,2018,81,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,"hip hop, Dance/Electronic",0Y5tJX1MQlPlqiwlOH1tJY,male,28,US,"['hip hop', 'rap', 'slap house']",25672786,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY
Jason Derulo,It Girl,192200,FALSE,2011,70,0.668,0.718,1,-4.736,0,0.0605,0.0165,0,0.104,0.345,91.993,"hip hop, pop",07YZf4WDAMNwqr4jfgOZ8y,male,30,US,"['dance pop', 'pop']",12044521,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y
Jessie J,Bang Bang,199386,FALSE,2014,77,0.706,0.786,0,-3.417,0,0.091,0.26,0,0.38,0.751,150.028,"hip hop, pop",2gsggkzM5R49q6jpPvazou,female,32,GB,"['dance pop', 'pop']",11757334,spotify:artist:2gsggkzM5R49q6jpPvazou
The Pussycat Dolls,I Hate This Part,218400,FALSE,2008,64,0.756,0.612,5,-4.371,1,0.0317,0.0659,0,0.274,0.452,111.572,"pop, R&B",6wPhSqRtPu1UhRCDX5yaDJ,mixed,17,US,"['dance pop', 'girl group', 'pop']",5587961,spotify:artist:6wPhSqRtPu1UhRCDX5yaDJ
G-Eazy,Him & I,268866,TRUE,2017,0,0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,"hip hop, pop",02kJSzxNuaWGqwubyUba0Z,male,31,US,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",5234548,spotify:artist:02kJSzxNuaWGqwubyUba0Z
Mike Posner,Cooler Than Me - Single Mix,213293,FALSE,2010,75,0.768,0.82,7,-4.63,0,0.0474,0.179,0,0.689,0.625,129.965,"hip hop, pop, Dance/Electronic",2KsP6tYLJlTBvSUxnwlVWa,male,32,US,"['dance pop', 'pop', 'pop dance', 'pop rap']",1380561,spotify:artist:2KsP6tYLJlTBvSUxnwlVWa
Owl City,Good Time,205933,FALSE,2012,77,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98E-06,0.371,0.682,126.05,"rock, pop",07QEuhtrNmmZ0zEcqE9SF6,male,34,US,"['indietronica', 'pop']",2410127,spotify:artist:07QEuhtrNmmZ0zEcqE9SF6
Christina Aguilera,I Turn to You,273706,FALSE,1999,61,0.599,0.47,1,-8.356,1,0.0376,0.38,0,0.111,0.298,127.177,pop,1l7ZsJRRS8wlW3WfJfPfNS,female,39,US,"['dance pop', 'pop']",7991477,spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS
Imagine Dragons,Demons,177506,FALSE,2012,81,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,rock,53XhwfbYqKCa1cC15pYq2q,mixed,12,US,"['modern rock', 'pop', 'rock']",51594781,spotify:artist:53XhwfbYqKCa1cC15pYq2q
Mariah Carey,Obsessed,242200,FALSE,2009,66,0.742,0.468,10,-5.557,0,0.0625,0.0465,0,0.826,0.369,86.443,"pop, R&B",4iHNK0tOyZPYnBU7nGAgpQ,female,50,US,"['dance pop', 'pop', 'urban contemporary']",9597639,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ
Katy Perry,E.T.,229573,FALSE,2012,65,0.62,0.869,1,-5.252,1,0.175,0.0181,0,0.369,0.76,151.684,pop,6jJ0s89eD6GaHleKKya26X,female,35,US,['pop'],30972097,spotify:artist:6jJ0s89eD6GaHleKKya26X
Chris Brown,Yo (Excuse Me Miss),229040,FALSE,2005,69,0.536,0.612,4,-5.847,1,0.272,0.119,0,0.209,0.57,86.768,"hip hop, pop, R&B",7bXgB6jMjp9ATFy66eO08Z,male,31,US,"['r&b', 'rap']",21064273,spotify:artist:7bXgB6jMjp9ATFy66eO08Z
Red Hot Chili Peppers,Otherside,255373,FALSE,1999,78,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,rock,0L8ExT028jH3ddEcZwqJJ5,mixed,37,US,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",20449006,spotify:artist:0L8ExT028jH3ddEcZwqJJ5
*NSYNC,Girlfriend,253600,FALSE,2001,50,0.745,0.807,0,-5.191,0,0.0884,0.0887,1.49E-05,0.0283,0.858,93.967,pop,6Ff53KvcvAj5U7Z1vojB5o,mixed,25,US,"['boy band', 'dance pop', 'pop']",2209726,spotify:artist:6Ff53KvcvAj5U7Z1vojB5o
MKTO,Classic,175426,FALSE,2012,82,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,"hip hop, pop",2l35CQqtYRh3d8ZIiBep4v,mixed,0,US,"['pop', 'post-teen pop']",1055548,spotify:artist:2l35CQqtYRh3d8ZIiBep4v
Kelly Clarkson,Already Gone,281560,FALSE,2009,56,0.209,0.872,9,-2.996,1,0.0757,0.217,0,0.0768,0.294,78.139,"pop, R&B",3BmGtnKgCSGYIUhmivXKWX,female,38,US,"['dance pop', 'pop', 'talent show']",10349957,spotify:artist:3BmGtnKgCSGYIUhmivXKWX
John Legend,Green Light (feat. Andrï¿½ï¿½ï¿,284186,FALSE,2008,55,0.622,0.882,9,-5.59,0,0.119,0.0912,0,0.216,0.762,77.506,"pop, R&B",5y2Xq6xcjJb2jVM54GHK3t,male,41,US,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",6682492,spotify:artist:5y2Xq6xcjJb2jVM54GHK3t
The Weeknd,Starboy,230453,TRUE,2016,0,0.681,0.594,7,-7.028,1,0.282,0.165,3.49E-06,0.134,0.535,186.054,"pop, R&B",1Xyo4u8uXC1ZmMpatF05PJ,male,30,CA,"['canadian contemporary r&b', 'canadian pop', 'pop']",75945958,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",237240,TRUE,2018,68,0.745,0.346,1,-7.709,1,0.331,0.00552,0,0.0881,0.112,203.911,"hip hop, pop",0A0FS04o6zMoto8OKPsDwY,male,30,US,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3218470,spotify:artist:0A0FS04o6zMoto8OKPsDwY
Daft Punk,One More Time,320357,FALSE,2001,76,0.613,0.697,2,-8.618,1,0.133,0.0194,0,0.332,0.476,122.746,"hip hop, Dance/Electronic",4tZwfgrHOc3mvqYlEYSvVi,mixed,27,FR,"['electro', 'filter house', 'rock']",9765143,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi
Bryson Tiller,Don't,198293,TRUE,2015,78,0.765,0.356,11,-5.556,0,0.195,0.223,0,0.0963,0.189,96.991,"hip hop, pop, R&B",2EMAnMvWE2eb56ToJVfCWs,male,27,US,"['kentucky hip hop', 'r&b', 'rap']",7747027,spotify:artist:2EMAnMvWE2eb56ToJVfCWs
Leona Lewis,Bleeding Love,262466,FALSE,2007,75,0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036,"pop, R&B",5lKZWd6HiSCLfnDGrq9RAm,female,35,GB,"['british soul', 'dance pop', 'pop', 'talent show']",3583308,spotify:artist:5lKZWd6HiSCLfnDGrq9RAm
One Direction,One Way or Another (Teenage Kicks),157293,FALSE,2013,66,0.489,0.867,4,-3.121,0,0.071,0.025,0,0.586,0.409,162.131,pop,4AK6F7OLvEQ5QYCBNiQWHq,mixed,10,GB,"['boy band', 'pop', 'post-teen pop', 'talent show']",34219112,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq
Post Malone,rockstar (feat. 21 Savage),218146,TRUE,2018,83,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01E-05,0.131,0.129,159.801,hip hop,246dkjvS1zLTtiykXe5h60,male,25,US,"['dfw rap', 'melodic rap', 'pop', 'rap']",43130108,spotify:artist:246dkjvS1zLTtiykXe5h60
Cardi B,Bodak Yellow,223962,TRUE,2017,59,0.929,0.723,11,-5.792,0,0.109,0.0672,0,0.346,0.458,125.022,"hip hop, pop",4kYSro6naA4h99UJvo89HB,female,27,US,"['pop', 'rap']",22873770,spotify:artist:4kYSro6naA4h99UJvo89HB
Keane,Is It Any Wonder?,186173,FALSE,2006,59,0.489,0.955,11,-2.771,0,0.0363,3.82E-05,0.000178,0.334,0.816,129.352,pop,53A0W3U0s8diEn9RhXQhVz,mixed,25,GB,"['neo mellow', 'piano rock', 'pop rock']",3207475,spotify:artist:53A0W3U0s8diEn9RhXQhVz
Kodak Black,ZEZE (feat. Travis Scott & Offset),228759,TRUE,2018,77,0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,hip hop,46SHBwWsqBkxI7EeeBEQG7,male,23,US,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",10027675,spotify:artist:46SHBwWsqBkxI7EeeBEQG7
Timbaland,If We Ever Meet Again (Featuring Katy Perry),292706,FALSE,2009,68,0.652,0.605,8,-7.371,1,0.0393,0.00481,0,0.0605,0.394,126.091,"hip hop, pop, R&B",5Y5TRrQiqgUO4S36tzjIRZ,male,48,US,"['dance pop', 'pop', 'pop rap']",2709838,spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ
Professor Green,Read All About It,235735,TRUE,2011,39,0.656,0.752,11,-5.522,0,0.0434,0.336,0,0.223,0.445,100.963,Dance/Electronic,0oJM3iJjMdzgsd4z5VHQvw,male,36,GB,['grime'],358105,spotify:artist:0oJM3iJjMdzgsd4z5VHQvw
Black Eyed Peas,The Time (Dirty Bit),307640,FALSE,2010,69,0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77E-06,0.602,0.436,127.979,"hip hop, pop",1yxSLGMDHlW21z4YXirZDS,mixed,25,US,"['dance pop', 'pop', 'pop rap']",7892622,spotify:artist:1yxSLGMDHlW21z4YXirZDS
Nelly,My Place,336506,TRUE,2004,57,0.6,0.641,1,-4.237,0,0.0423,0.0498,1.49E-06,0.0982,0.642,163.153,"hip hop, pop, R&B",2gBjLmx6zQnFGQJCAQpRgw,male,45,US,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",2614317,spotify:artist:2gBjLmx6zQnFGQJCAQpRgw
Ricky Martin,Nobody Wants to Be Lonely (with Christina Aguilera),252706,FALSE,2008,52,0.635,0.854,10,-5.02,0,0.0612,0.00579,0.0083,0.0623,0.59,100.851,"pop, latin",7slfeZO9LsJbWgpkIoXBUJ,male,48,PR,"['latin pop', 'mexican pop', 'puerto rican pop']",7658273,spotify:artist:7slfeZO9LsJbWgpkIoXBUJ
Bad Bunny,Callaita,250533,TRUE,2019,81,0.61,0.624,2,-4.773,1,0.309,0.6,2.12E-06,0.243,0.244,176.169,latin,4q3ewBCX7sLwd24euuV69X,male,26,PR,"['reggaeton', 'trap latino', 'urbano latino']",77931484,spotify:artist:4q3ewBCX7sLwd24euuV69X
Missy Elliott,Gossip Folks (feat. Ludacris),234893,TRUE,2002,57,0.707,0.538,0,-5.264,1,0.505,0.362,0,0.317,0.439,121.732,"hip hop, pop, R&B",2wIVse2owClT7go1WT98tk,female,49,US,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",2361726,spotify:artist:2wIVse2owClT7go1WT98tk
OneRepublic,Counting Stars,257386,FALSE,2014,62,0.663,0.705,1,-4.972,0,0.0385,0.0654,0,0.117,0.477,122.014,pop,5Pwc4xIPtQLFEnJriah9YJ,mixed,16,US,"['piano rock', 'pop']",16641267,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ
Nelly,Air Force Ones,304000,TRUE,2002,61,0.784,0.459,4,-9.74,0,0.317,0.0847,0,0.079,0.618,164.062,"hip hop, pop, R&B",2gBjLmx6zQnFGQJCAQpRgw,male,45,US,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",2614317,spotify:artist:2gBjLmx6zQnFGQJCAQpRgw
Britney Spears,Till the World Ends,237946,FALSE,2011,65,0.693,0.705,8,-5.747,1,0.0665,0.0228,0,0.202,0.45,131.951,pop,26dSoYclwsYLMAKD3tpOr4,female,38,US,"['dance pop', 'pop']",13488107,spotify:artist:26dSoYclwsYLMAKD3tpOr4
Jennifer Lopez,Play,211493,TRUE,2001,57,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,"hip hop, pop, R&B",2DlGxzQSjYe5N6G9nkYghR,female,51,US,"['dance pop', 'pop', 'urban contemporary']",12662185,spotify:artist:2DlGxzQSjYe5N6G9nkYghR
Natasha Bedingfield,Pocketful of Sunshine,203440,FALSE,2008,62,0.726,0.881,9,-3.892,0,0.0391,0.203,0,0.108,0.682,110.019,pop,7o95ZoZt5ZYn31e9z1Hc0a,female,38,GB,"['dance pop', 'pop', 'post-teen pop']",1671966,spotify:artist:7o95ZoZt5ZYn31e9z1Hc0a
